vm_id,n_points,cv,hurst,acf_10min,acf_30min,acf_60min,acf_120min,acf_24h
1,8634,4.202186751605988,0.7485616373896633,0.8643517342863172,0.6818202442670732,0.5167302058224926,0.3508223349656303,0.01904994587329185
10,16140,18.51005271857283,0.8217334863056203,0.8847991638320355,0.6595177747548671,0.5411358398139193,0.1252998804547821,-0.0006510358590699234
100,20255,2.4928998691013207,0.7742127501801661,0.995545965739128,0.9947096215000718,0.9935898086320565,0.9910830980526686,0.9365554888000432
1000,8640,1.77516088143661,0.41483435352354575,-0.2413963880731603,0.9471537494773753,0.9466582270654122,0.9456446477480669,0.9734087253237789
1001,8640,2.064684376425731,0.7586050196721731,0.3643639693711812,0.27484766379419295,0.21538795644174127,0.14931755882187595,0.015084671368734072
1002,8640,0.1867156133362574,0.5411873501224538,0.7433403783695455,0.7813406920749185,0.7826203942335009,0.7813689120723398,0.8653618653998421
1003,3791,4.33916966469963,0.6238880918025619,0.8518360064807783,0.6913046531501498,0.6781074545650072,0.5434936014692784,0.08258670538972937
1004,3787,0.927055133770472,0.4257704412146559,0.19016357989419932,0.02675485214595677,0.06865620301894088,0.1676421581598812,0.1003740718029789
1005,8640,0.32028500705392,0.9731757572003155,0.7983687300623044,0.6631741341112014,0.6881736762250316,0.514030166638525,0.48869790895285975
1006,8640,0.4040125499246402,0.8245610555482554,0.5482435259405541,0.28788528443357386,0.2396858612815558,0.14480077869894473,0.7019906130506414
1007,8640,0.19292830351804843,0.9991872458481337,0.9044998561860836,0.7769177094805566,0.6297693543829626,0.3852564734980764,0.27036678836501327
1008,8612,1.3862226916167022,0.7427872595561702,0.5086351531796162,0.41959663493219707,0.38327724942324526,0.3738366671695609,-0.09861343763701669
1009,8616,21.055553827438658,0.46151756168355396,0.3141736344418898,0.0483401240763298,0.03021433020566244,0.028469642733970506,0.00194861433760312
101,20255,3.59909553896903,0.8778173009251324,0.8495832073367869,0.8251863945846009,0.8308258259986111,0.7953321935577479,0.3942010217232391
1010,8614,1.5595770349213502,0.7912158116001113,0.42708028582778734,0.3594280453914042,0.3399885672620945,0.29725119488070045,-0.08940553440701096
1011,8636,1.417361730697292,0.34572396655335036,-0.17499653853355296,0.11473387725883398,-0.03164821654980827,-0.026234857255406502,0.012499198280788505
1012,8633,1.484954594193523,0.38201820583946045,-0.11088487453886318,0.1812281572959326,0.025207022881956843,0.004234625598546851,0.061620017430594795
1013,8635,,,,,,,
1014,8636,1.361882473367741,0.2789281463878535,-0.21477139056608435,0.10774300820734982,-0.03715045502820385,-0.024206265498044638,0.03390719707311835
1015,8636,,,,,,,
1016,8635,,,,,,,
1017,8634,0.40057446014488807,1.052775166716068,0.6322184058655776,0.511072220964979,0.32864335156959473,0.2682507646768145,0.3732584846415949
1018,8636,1.367683238129531,0.27422092485182636,-0.21517109415238742,0.1091365783532782,-0.040164664700053976,-0.022872362742909613,0.034984922252338006
1019,8636,1.3670224571441072,0.3169527000107901,-0.20786042026387028,0.10636497409186994,-0.021468892164396083,-0.03510136224809065,0.024724619174573473
102,8617,3.0933928787861005,0.8069396073975152,0.8648244053390799,0.7010020913943676,0.5393811685043148,0.3337377015035349,0.2669217306320046
1020,8633,1.3732492780256698,0.28331385917947727,-0.20933955375787675,0.10377019968353195,-0.025283987276194922,-0.029731880628885238,0.024438324437833853
1021,8632,1.3586934863810625,0.26633516162404186,-0.21288088220291246,0.11147324434424832,-0.034231642185963036,-0.015800023125899718,0.03209642429892491
1022,8636,1.8084569373393593,0.4565270641250231,-0.06863794467994729,-0.0011432609553944449,-0.030266556920739485,-0.0088414675921242,0.013170181026494244
1023,8633,1.5733437563574584,0.45529613305464794,-0.15441101782385805,0.08801902674145302,-0.032274020571650804,-0.020472188936064013,-0.0018408139250651306
1024,8615,,,,,,,
1025,8615,2.064194757934508,1.0827396069042434,0.9376990435112473,0.9247070221957372,0.9014403445986161,0.8471875704024543,0.05166963274307208
1026,8616,0.15371920884741078,0.646279017018373,-0.32325757270090283,-0.002004757077945858,-0.22637250289453612,0.05666126430647109,0.077019424470045
1027,8636,1.4299707827430506,0.37098608837748825,-0.16365868639271533,0.08058352788287675,-0.04587930613269814,-0.04830603869522891,0.024298597209198615
1028,8633,2.0219122161868106,0.4784351840417598,-0.06012076202090265,0.010300815692467519,-0.03313736569029576,-0.01012525205631347,0.010685960416942808
1029,8635,1.3621410510467915,0.28659344817672333,-0.2087784405198244,0.10780526245515278,-0.02218699156715195,-0.038464337017363404,0.022141744132932562
103,20258,3.730157601601802,1.0383212341284815,0.9300451982755034,0.9224459800076129,0.9139615619294794,0.8808269129111215,0.43015879335364465
1030,8636,1.3674593865569586,0.2860450873812612,-0.21276187477327235,0.11018599934949612,-0.03441713136977652,-0.024362190817959286,0.03560087353710368
1031,8636,1.3651120351341326,0.2758892085152024,-0.21552333300754084,0.10920822614600263,-0.03687979403452454,-0.024377583101045604,0.03856882363867667
1032,8636,1.3645040602499203,0.2717432014993838,-0.21599924022068268,0.10862465108837271,-0.02602567692916131,-0.021893555768031057,0.02870305440361267
1033,8636,1.5456098641070544,0.40591860222911297,-0.07424941697081562,0.20813270855964422,0.05522649117235358,0.027024880113684868,0.05892910450497157
1034,1096,0.12719235957432362,0.28391019433717457,-0.6086219367361411,-0.3597780260437908,-0.10433820304481325,-0.22738902388012436,-0.07971032609777899
1035,8636,1.9231430918399728,0.4610260842815941,-0.08334103236401665,0.03637645532832874,-0.05052110445128118,-0.003960470574808899,0.006805299717364178
1036,8635,5.368884186405322,0.9086669904353066,0.26166043910172243,-0.019973206451220023,-0.025868718330396515,-0.009931042014720136,0.25041600938108927
1037,8634,6.3345607873247305,0.8285318969406743,0.48968117682429385,0.0032303040578150082,-0.006599954443531945,-0.00791066107951433,0.3506160276213206
1038,8632,1.3649299879866472,0.2706231175726589,-0.20829100443710205,0.10863295448162509,-0.021851626665861733,-0.03382283358212326,0.013317566506761403
1039,8617,0.13027562200822415,0.5629937682063799,-0.5284401631343711,-0.0027963917973123035,-0.31231627397259626,0.07984607035449422,-0.012585289863705329
104,20259,2.494538276777499,0.868055863650131,0.9961962462959814,0.995321871242373,0.9941009439011926,0.9914535749919537,0.9342866613674491
1040,8615,0.13823980117463575,0.5338483059970763,-0.4921359738681738,-0.019601386875970187,-0.29239709334242264,0.08839055646229943,-0.02454778170717754
